Index,Date,Year,Country,Area,Location,Injury,lat,lng,success,lookupstring,failedstrings,confidence,match loop
4955,1993-11-28,1993.0,USA,Florida,"North Beach Jetty, St Lucie County",Minor cuts to left leg,44.0,-124.0,Yes,"North Beach Jetty, St Lucie County, USA",,0.81,4.0
4956,1993-10-30,1993.0,USA,California,"Bunkers Eureka, Humboldt County",Serious injury to left leg,41.0,-124.0,Yes,"Bunkers Eureka, Humboldt County, California, USA",,1.0,1.0
4957,1993-07-07,1993.0,USA,Florida,"Daytona Beach, Volusia County",Right knee bitten,29.0,-81.0,Duplicate,"Daytona Beach, Volusia County, Florida, USA",,,1.0
4958,1991-08-30,1991.0,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane","Shark bit his arm, nearly severing it PROVOKED INCIDENT",-27.0,153.0,Yes,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane, Queensland, AUSTRALIA",,1.0,1.0
4959,1991-08-26,1991.0,USA,South Carolina,"Myrtle Beach, Horry County",Deep cuts on lower leg,34.0,-79.0,Duplicate,"Myrtle Beach, Horry County, South Carolina, USA",,,1.0
4960,1991-08-12,1991.0,USA,Florida,"Vero Beach, Indian River County",Bite to left thigh & calf,28.0,-80.0,Duplicate,"Vero Beach, Indian River County, Florida, USA",,,1.0
4961,1991-01-19,1991.0,AUSTRALIA,Queensland,Mermaid Waters,"Hands, legs & buttocks lacerated",-28.0,153.0,Duplicate,"Mermaid Waters, Queensland, AUSTRALIA",,,1.0
4962,1988-11-07,1988.0,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon",FATAL,-23.0,151.0,Duplicate,"Off North Keppel Island, off Yeppoon, Queensland, AUSTRALIA",,,1.0
4963,1988-04-15,1988.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Lacerations to left foot,27.0,-80.0,Duplicate,"Singer Island, Riviera Beach, Palm Beach County, Florida, USA",,,1.0
4964,1988-03-16,1988.0,SOUTH AFRICA,KwaZulu-Natal,Isipingo,"Lower left leg bitten, hand lacerated",-30.0,31.0,Duplicate,"Isipingo, KwaZulu-Natal, SOUTH AFRICA",,,1.0
4965,1987-07-09,1987.0,BAHAMAS,Exuma Islands,Sampson Cay,Right leg bitten,24.0,-76.0,Yes,"Sampson Cay, BAHAMAS",,1.0,4.0
4966,1986-10-05,1986.0,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,"No injury, ski bitten",-30.0,30.0,Yes,"St. Michaels, KwaZulu-Natal, SOUTH AFRICA",,1.0,1.0
4967,1984-09-19,1984.0,USA,Florida,Volusia County,No details,29.0,-81.0,Duplicate,"Volusia County, USA",,0.0,4.0
4968,1982-06-25,1982.0,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Foot bitten,29.0,-81.0,Duplicate,"Ormond Beach / Daytona Beach, Volusia County, Florida, USA",,,1.0
4969,1980-10-27,1980.0,USA,Oregon,Off Umpqua River,Thigh lacerated,44.0,-121.0,Duplicate,"Oregon, USA",,0.1111111111111111,5.0
4970,1980-01-05,1980.0,CHILE,Los Vilos,"Punta Negra, Pichidangui",FATAL,-32.0,-72.0,Yes,"Punta Negra, Pichidangui, Los Vilos, CHILE",,1.0,1.0
4971,1978-01-01,1978.0,USA,Florida,"Cocoa Beach, Brevard County",Foot bitten,28.0,-81.0,Duplicate,"Cocoa Beach, Brevard County, Florida, USA",,,1.0
4972,1975-11-07,1975.0,AUSTRALIA,Queensland,Lookout Point,Puncture wounds in hand,-28.0,154.0,Yes,"Lookout Point, Queensland, AUSTRALIA",,0.9,1.0
4973,1975-03-18,1975.0,AUSTRALIA,Queensland,Mornington Island,Hand bitten,-22.0,145.0,Yes,"Mornington Island, Queensland, AUSTRALIA",,1.0,1.0
4974,1974-04-14,1974.0,SOUTH AFRICA,Eastern Cape Province,Glengariff,Lower right leg lacerated,-33.0,28.0,Duplicate,"Glengariff, Eastern Cape Province, SOUTH AFRICA",,,1.0
4975,1974-01-07,1974.0,MOZAMBIQUE,Gaza,Xai Xai,FATAL,-25.0,34.0,Duplicate,"Xai Xai, Gaza, MOZAMBIQUE",,,1.0
4976,1972-04-01,1972.0,MOZAMBIQUE,Gaza,Xai Xai,FATAL,-25.0,34.0,Duplicate,"Xai Xai, Gaza, MOZAMBIQUE",,,1.0
4977,1972-01-01,1972.0,SOUTH AFRICA,Eastern Cape Province,St. George’s Strand,"FATAL, coroner's Verdict: Death presumably through shark attack & drowning",-32.0,27.0,Duplicate,"Eastern Cape Province, SOUTH AFRICA",,0.0,5.0
4978,1969-08-22,1969.0,USA,Massachusetts,40 miles south of Nantucket,Leg bitten by netted shark PROVOKED INCIDENT,42.0,-72.0,Yes,"Massachusetts, USA",,1.0,5.0
4979,1968-08-21,1968.0,USA,Florida,Okaloosa County,Leg & arm bitten,31.0,-87.0,Yes,"Okaloosa County, USA",,0.9,4.0
4980,1968-07-16,1968.0,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Swimfin & knee bitten,33.0,-80.0,Duplicate,"Stono Inlet, near Charleston, Charleston County, South Carolina, USA",,,1.0
4981,1968-07-10,1968.0,BAHAMAS,Great Exuma Island,Children's Bay Cay near Rollerville,"FATAL, taken by shark",24.0,-76.0,Duplicate,"Great Exuma Island, BAHAMAS",,0.4714285714285715,5.0
4982,1968-02-26,1968.0,USA,Florida,Palm Beach County,Foot lacerated,27.0,-80.0,Duplicate,"Palm Beach County, USA",,0.63,4.0
4983,1966-09-13,1966.0,AUSTRALIA,Western Australia,Albany,Involved a speared shark but no other details PROVOKED INCIDENT,-35.0,118.0,Duplicate,"Albany, Western Australia, AUSTRALIA",,,1.0
4984,1965-10-16,1965.0,BAHAMAS,New Providence Island,Nassau,FATAL,25.0,-77.0,Duplicate,"Nassau, New Providence Island, BAHAMAS",,,1.0
4985,1964-12-06,1964.0,KENYA,Coast Province,"Kilindini Harbor, Mombasa",FATAL,-4.0,40.0,Duplicate,"Kilindini Harbor, Mombasa, Coast Province, KENYA",,,1.0
4986,1964-10-31,1964.0,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,-30.0,31.0,Duplicate,"Umkomaas, KwaZulu-Natal, SOUTH AFRICA",,,1.0
4987,1963-11-12,1963.0,USA,Florida,"8 miles south of Elliot Key, Miami-Dade County",No injury PROVOKED INCIDENT,29.0,-81.0,Duplicate,"Florida, USA",,0.0,5.0
4988,1963-01-04,1963.0,AUSTRALIA,South Australia,Off Franklin Island between Streaky Bay & Ceduna,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,39.0,-92.0,Yes,"Off Franklin Island between Streaky Bay & Ceduna, South Australia, AUSTRALIA",,1.0,1.0
4989,1962-01-14,1962.0,USA,California,Farallon Islands,Buttock bitten & major leg wound,37.0,-119.0,Duplicate,"Farallon Islands, California, USA",,,1.0
4990,1962-01-06,1962.0,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,Shark rammed boat 5 times & holed it,-34.0,21.0,Duplicate,"Western Cape Province, SOUTH AFRICA",,0.0,5.0
4991,1961-08-02,1961.0,USA,Hawaii,"Pearl Harbor Channel, O'ahu",Hand bitten,20.0,-155.0,Duplicate,"Hawaii, USA",,0.5142857142857142,5.0
4992,1961-04-25,1961.0,AUSTRALIA,New South Wales,"Trial Bay, north of Kempsey",Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,-31.0,153.0,Duplicate,"Trial Bay, New South Wales, AUSTRALIA",,0.33333333333333337,2.0
4993,1961-01-06,1961.0,ATLANTIC OCEAN,9.35N 79.35W,"East of La Grande Island, North of Panama Canal","3 were lost, 3 survived",,,Yes,"East of La Grande Island, North of Panama Canal, 9.35N 79.35W, ATLANTIC OCEAN",,0.0,
4994,1960-11-06,1960.0,AUSTRALIA,Western Australia,Hamelin Bay,Scratches on right upper arm,-34.0,115.0,Duplicate,"Hamelin Bay, Western Australia, AUSTRALIA",,,1.0
4995,1960-07-03,1960.0,USA,Virginia,Hog Island,Right arm bitten  PROVOKED INCIDENT,37.0,-78.0,Yes,"Hog Island, Virginia, USA",,1.0,1.0
4996,1960-04-12,1960.0,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",Right arm & side bruised,-31.0,153.0,Yes,"Horseshoe Bay, near Kempsey, New South Wales, AUSTRALIA",,1.0,1.0
4997,1959-11-10,1959.0,USA,California,"Near Paradise Cove, Malibu, Los Angeles County",Forearm bitten,34.0,-119.0,Yes,"Near Paradise Cove, Malibu, Los Angeles County, California, USA",,1.0,1.0
4998,1959-08-13,1959.0,USA,California,"LaJolla, San Diego County","No injury, PROVOKED INCIDENT",35.0,-119.0,Duplicate,"LaJolla, San Diego County, California, USA",,,1.0
4999,1959-01-31,1959.0,AUSTRALIA,Western Australia,South Perth,Shark’s tail grazed his shin,-32.0,116.0,Yes,"South Perth, Western Australia, AUSTRALIA",,1.0,1.0
5000,1958-11-07,1958.0,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","M'Buke, south of Manus Island","FATAL, left arm & leg severed",-2.0,147.0,Yes,"M'Buke, Admiralty Islands, Manus Province, PAPUA NEW GUINEA",,0.9,2.0
5001,1957-12-31,1957.0,AUSTRALIA,South Australia,"Port Hughes, 100 miles from Adelaide in Spencer Gulf",No injury. Shark grabbed fish attached to his belt & towed him seaward.,-34.0,138.0,Yes,"Port Hughes, South Australia, AUSTRALIA",,1.0,2.0
5002,1957-01-01,1957.0,IRAN,Karun River,"near Band Misan in Shustar, 420 km from the sea",Survived,32.0,49.0,Duplicate,"Karun River, IRAN",,0.35720999999999997,5.0
5003,1956-08-15,1956.0,USA,California,"Pismo Beach, San Luis Obispo County","Lacerated thigh, hand & shoulder",35.0,-121.0,Duplicate,"Pismo Beach, San Luis Obispo County, California, USA",,,1.0
5004,1956-07-26,1956.0,USA,California,"Van Ness Municipal Pier, San Francisco",Finger bitten by hooked shark PROVOKED INCIDENT,38.0,-122.0,Yes,"Van Ness Municipal Pier, San Francisco, California, USA",,1.0,1.0
5005,1956-06-22,1956.0,PORTUGAL,Madeira,Off Funchal,"FATAL. Shark sank fishing boat, causing death by drowning",33.0,-17.0,Yes,"Off Funchal, Madeira, PORTUGAL",,1.0,1.0
5006,1956-01-01,1956.0,PAPUA NEW GUINEA,Milne Bay Province,"Kimuta, Renard Island","Non-fatal, treated at Misima Hospital",-9.0,150.0,Yes,"Kimuta, Renard Island, PAPUA NEW GUINEA",,0.9,4.0
5007,1955-09-04,1955.0,USA,California,"Venice Beach, Los Angeles County",Dorsum of right foot lacerated,27.0,-82.0,Duplicate,"Venice Beach, Los Angeles County, California, USA",,,1.0
5008,1955-04-13,1955.0,PAPUA NEW GUINEA,Central Province,"Hadrian’s (Haidana?) Island, near Port Moresby",Left shoulder bitten,-9.0,147.0,Yes,"near Port Moresby, Central Province, PAPUA NEW GUINEA",,1.0,2.0
5009,1954-07-28,1954.0,SINGAPORE,,Singapore Harbor,"FATAL, abdomen, buttock, right thigh & hands bitten",1.0,104.0,Yes,"Singapore Harbor, SINGAPORE",,1.0,1.0
5010,1954-07-02,1954.0,GREECE,,Kalamata,FATAL,37.0,22.0,Yes,"Kalamata, GREECE",,1.0,1.0
5011,1954-01-01,1954.0,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",FATAL,32.0,49.0,Duplicate,"Karun River, IRAN",,0.27,5.0
5012,1951-12-06,1951.0,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",FATAL,-33.0,152.0,Duplicate,"Merewether Beach, Newcastle, New South Wales, AUSTRALIA",,,1.0
5013,1949-08-28,1949.0,AUSTRALIA,Queensland,Yorkey’s Knob Beach near Cairns,Abdomen & chest abraded,-17.0,146.0,Yes,"Yorkey’s Knob Beach near Cairns, Queensland, AUSTRALIA",,1.0,1.0
5014,1949-04-17,1949.0,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns","FATAL, left leg severed",-17.0,146.0,Duplicate,"Ellis Beach, Queensland, AUSTRALIA",,0.35720999999999997,2.0
5015,1949-01-01,1949.0,NEW GUINEA,Calvados Archipelago,"Sabara Island, Calvados Chain 11.4S, 153E",FATAL,5.0,-59.0,Yes,"Sabara Island, Calvados Chain 11.4S, 153E, Calvados Archipelago, NEW GUINEA",,1.0,1.0
5016,1948-12-14,1948.0,IRAN,Shat-Al-Arab River,Abadan,Left thumb severed,30.0,48.0,Yes,"Abadan, IRAN",,1.0,4.0
5017,1942-01-01,1942.0,INDONESIA,East Java,Surabaya,"General Imamura, Commander in Chief of Japanese forces in Java was sentenced to 10 years imprisonment by Australian Military Court for his role in the Pig Basket Atrocities",-7.0,113.0,Yes,"Surabaya, East Java, INDONESIA",,1.0,1.0
5018,1939-08-01,1939.0,USA,California,"Off San Pedro, Los Angeles County",Harpooned shark bit his arm PROVOKED INCIDENT,34.0,-118.0,Yes,"Off San Pedro, Los Angeles County, California, USA",,1.0,1.0
5019,1936-01-01,1936.0,AUSTRALIA,Victoria,"Port Phillip Bay, Port Melbourne",FATAL,-38.0,145.0,Yes,"Port Phillip Bay, Port Melbourne, Victoria, AUSTRALIA",,1.0,1.0
5020,1935-07-01,1935.0,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",FATAL,,,Yes,"Susak / Fiume (Rijeka, Istria), Adriatic Sea, CROATIA",,0.63,
5021,1932-07-02,1932.0,CANADA,Bay of Fundy,16 km west of Digby Gut,"No injury to occupants, shark bumped boat repeatedly",,,Yes,"16 km west of Digby Gut, Bay of Fundy, CANADA",,0.75,
5022,1931-03-06,1931.0,AUSTRALIA,South Australia,Encounter Bay,"Finger lacerated, PROVOKED INCIDENT",-36.0,139.0,Yes,"Encounter Bay, South Australia, AUSTRALIA",,1.0,1.0
5023,1930-02-15,1930.0,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",FATAL,-38.0,145.0,Yes,"Middle Brighton, Port Phillip, Victoria, AUSTRALIA",,0.81,1.0
5024,1926-10-23,1926.0,AUSTRALIA,New South Wales,Clarence River,3 laceration to leg,-29.0,153.0,Yes,"Clarence River, New South Wales, AUSTRALIA",,1.0,1.0
5025,1924-10-31,1924.0,FRENCH POLYNESIA,Tuamotus,Rangiroa,Abrasions PROVOKED ATTACK,,,Yes,"Rangiroa, Tuamotus, FRENCH POLYNESIA",,0.0,
5026,1924-10-18,1924.0,AUSTRALIA,Victoria,Port Melbourne,Leg bitten,-38.0,145.0,Duplicate,"Port Melbourne, Victoria, AUSTRALIA",,,1.0
5027,1923-08-08,1923.0,GUYANA,Demerara County,Off the Demerara River,Puncture wounds to left leg,,,Yes,"Off the Demerara River, Demerara County, GUYANA",,0.3969,
5028,,1923.0,PHILIPPINES,Manila Bay,Fort Drum,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died",14.0,121.0,Duplicate,"Fort Drum, PHILIPPINES",,0.63,4.0
5029,1922-03-02,1922.0,AUSTRALIA,New South Wales,Coogee,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",-34.0,151.0,Duplicate,"Coogee, New South Wales, AUSTRALIA",,,1.0
5030,1917-11-01,1917.0,MOZAMBIQUE,Maputo Province,Off Inhaca Island,FATAL,-26.0,32.0,Duplicate,"Maputo Province, MOZAMBIQUE",,0.0,5.0
5031,1912-07-06,1912.0,SOLOMON ISLANDS,Central Province,Savo,FATAL,-9.0,160.0,Yes,"Savo, Central Province, SOLOMON ISLANDS",,0.9,1.0
5032,1910-11-24,1910.0,AUSTRALIA,Queensland,Mackay,Foot bitten,-21.0,149.0,Yes,"Mackay, Queensland, AUSTRALIA",,1.0,1.0
5033,1909-11-26,1909.0,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County",Severe lacerations to arm,29.0,-81.0,Duplicate,"Florida, USA",,0.0,5.0
5034,1909-06-26,1909.0,SOUTH AFRICA,Western Cape Province,Cape Town,Remains of soldier in uniform. Probable drowning & scavenging,-34.0,18.0,Yes,"Cape Town, Western Cape Province, SOUTH AFRICA",,1.0,1.0
5035,1907-02-05,1907.0,NEW ZEALAND,South Island,Port Moeraki,"FATAL, leg severely bitten",-45.0,171.0,Yes,"Port Moeraki, NEW ZEALAND",,1.0,4.0
5036,1906-04-14,1906.0,AUSTRALIA,Queensland,Lizard Island,FATAL,-22.0,145.0,Duplicate,"Lizard Island, Queensland, AUSTRALIA",,,1.0
5037,1906-01-20,1906.0,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban","FATAL, hips & thigh bitten",-30.0,31.0,Duplicate,"Battery Beach, Durban, KwaZulu-Natal, SOUTH AFRICA",,,1.0
5038,,1901.0,USA,Florida,Indian River Inlet / Fort Pierce Inlet,Abdomen bitten,29.0,-81.0,Duplicate,"Florida, USA",,0.0,5.0
5039,1898-07-01,1898.0,CUBA,Santiago de Cuba Province,Santiago de Cuba,FATAL,20.0,-76.0,Yes,"Santiago de Cuba, Santiago de Cuba Province, CUBA",,0.9,1.0
5040,1897-09-17,1897.0,USA,Rhode Island,Point Judith,Lacerations to hand by netted shark PROVOKED INCIDENT,41.0,-71.0,Yes,"Point Judith, Rhode Island, USA",,1.0,1.0
5041,,1896.0,AUSTRALIA,Victoria,Hobson's Bay,No injury to occupants. Shark bit boat several times,-39.0,144.0,Duplicate,"Hobson's Bay, Victoria, AUSTRALIA",,,1.0
5042,1886-06-17,1886.0,AUSTRALIA,Queensland,Off Bribie Heads,FATAL,-22.0,145.0,Duplicate,"Queensland, AUSTRALIA",,0.0,5.0
5043,1883-01-21,1883.0,AUSTRALIA,New South Wales,"Iron Cove, Sydney",FATAL,-34.0,151.0,Duplicate,"Iron Cove, Sydney, New South Wales, AUSTRALIA",,,1.0
5044,1878-08-08,1878.0,USA,New York,Brooklyn,FATAL,41.0,-74.0,Duplicate,"Brooklyn, New York, USA",,,1.0
5045,1864-08-12,1864.0,USA,New York,Mahattan,Left thigh severely bitten,41.0,-74.0,Yes,"Mahattan, New York, USA",,1.0,1.0
5046,1860-12-26,1860.0,AUSTRALIA,New South Wales,"The Domain, Sydney",Lacerations to leg,-34.0,151.0,Yes,"The Domain, Sydney, New South Wales, AUSTRALIA",,1.0,1.0
5047,1851-06-16,1851.0,MEXICO,Oaxaca,Tehuantepec Harbor,FATAL,17.0,-97.0,Yes,"Oaxaca, MEXICO",,1.0,5.0
5048,1850-01-01,1850.0,NICARAGUA,Lake Nicaragua (fresh water),"Granada, Granada Department",FATAL,12.0,-86.0,Yes,"Granada, Granada Department, NICARAGUA",,0.9,4.0
5049,1849-06-08,1849.0,USA,Florida,"Pensacola, Escambia County",FATAL,30.0,-87.0,Duplicate,"Pensacola, Escambia County, Florida, USA",,,1.0
5050,1842-07-06,1842.0,USA,New Jersey,"Absecon, Atlantic County",Lacerations to leg  PROVOKED INCIDENT,39.0,-74.0,Duplicate,"Absecon, Atlantic County, New Jersey, USA",,,1.0
5051,2023-07-31,2023.0,USA,Florida,"New Smyrna Beach, Volusia County",Ankle injured,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
5052,2023-07-14,2023.0,SOUTH AFRICA,Eastern Cape Province,Chinta East,"No injury to occupants, shark defated boat",-32.0,27.0,Duplicate,"Eastern Cape Province, SOUTH AFRICA",,0.0,5.0
5053,2023-05-11,2023.0,USA,Florida,"Fort Pierce, St. Lucie County",Multiple bites,27.0,-80.0,Duplicate,"Fort Pierce, St. Lucie County, Florida, USA",,,1.0
5054,2023-04-09,2023.0,USA,Florida,Off Boca Raton. Palm Beach County,"No injury, kayak damaged",26.0,-80.0,Yes,"Off Boca Raton. Palm Beach County, Florida, USA",,1.0,1.0
5055,2023-03-22,2023.0,AUSTRALIA,Western Australia,Delta Island,Lower left leg and foot injured,-25.0,121.0,Yes,"Delta Island, Western Australia, AUSTRALIA",,1.0,1.0
5056,2022-10-06,2022.0,AUSTRALIA,Victoria,"Nun's Beach, Portland",Lacerations to foot,-38.0,142.0,Yes,"Nun's Beach, Portland, Victoria, AUSTRALIA",,1.0,1.0
5057,2022-08-15,2022.0,USA,South Carolina,"Myrtle Beach, Horry County",Minor injury to leg,34.0,-79.0,Duplicate,"Myrtle Beach, Horry County, South Carolina, USA",,,1.0
5058,2022-07-03,2022.0,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
5059,2022-06-22,2022.0,USA,California,"Pacific Grove, Monterey County",Stomach and leg injuries including a broken femur,37.0,-122.0,Duplicate,"Pacific Grove, Monterey County, California, USA",,,1.0
5060,2022-05-27,2022.0,AUSTRALIA,Western Australia,Yallingup,Knocked off board by a  shark.   No injury,-34.0,115.0,Yes,"Yallingup, Western Australia, AUSTRALIA",,1.0,1.0
5061,2022-03-15,2022.0,AUSTRALIA,New South Wales,Crowdy Baay,,-32.0,147.0,Duplicate,"New South Wales, AUSTRALIA",,0.0,5.0
5062,2022-02-12,2022.0,MEXICO,Sonora,Yavaros,FATAL,28.0,-111.0,Yes,"Sonora, MEXICO",,1.0,5.0
5063,2022-01-09,2022.0,SOUTH AFRICA,KwaZulu-Natal,"Off Beachbums, Tongaat","PROVOKED INCIDENT               No injury to occupants, shark bit ski",-30.0,31.0,Yes,"Off Beachbums, Tongaat, KwaZulu-Natal, SOUTH AFRICA",,1.0,1.0
5064,2021-07-19,2021.0,AUSTRALIA,Western Australia,Rottnest Island,"No injury, knocked off board by shark",-32.0,116.0,Duplicate,"Rottnest Island, Western Australia, AUSTRALIA",,,1.0
5065,2021-07-15,2021.0,USA,Florida,"New Smyrna Beach, Volusia County",Leg bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
5066,2021-06-11,2021.0,AUSTRALIA,Western Australia,Five Fingers Reef,Foot bitten,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.75,5.0
5067,2021-05-15,2021.0,USA,Hawaii,"Kanaha Beach Park, Maui",2- to 3-inch cuts to posterior thigh,21.0,-156.0,Yes,"Kanaha Beach Park, Maui, Hawaii, USA",,0.81,1.0
5068,2021-03-20,2021.0,AUSTRALIA,Western Australia,Yallingup,"No injury, board bitten",-34.0,115.0,Duplicate,"Yallingup, Western Australia, AUSTRALIA",,,1.0
5069,2021-02-06,2021.0,USA,Hawaii,"Waiokapua Bay, Kaui","No injury, surfboard bitten",20.0,-155.0,Duplicate,"Hawaii, USA",,0.6480000000000001,5.0
5070,2021-01-27,2021.0,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",Minor puncture wound to arm,-38.0,176.0,Duplicate,"Papamoa Beach, Bay of Plenty, North Island, NEW ZEALAND",,,1.0
5071,2020-07-23,2020.0,USA,Bahamas,Spanish Cay,Lacerations to legs,25.0,-78.0,Yes,"Spanish Cay, Bahamas, USA",,1.0,1.0
5072,2020-06-20,2020.0,BAHAMAS,Exumas,"Pig Beach, Pig Island",,24.0,-76.0,Yes,"Pig Beach, Pig Island, Exumas, BAHAMAS",,0.9,1.0
5073,2020-06-01,2020.0,USA,Hawaii,"Davidsons Beach, Kauai",Cut to index finger of hand,22.0,-160.0,Yes,"Davidsons Beach, Kauai, Hawaii, USA",,1.0,1.0
5074,2019-11-11,2019.0,MEXICO,Baja,Magdalena Bay,Bite to right forearm,21.0,-104.0,Yes,"Magdalena Bay, MEXICO",,1.0,4.0
5075,2019-08-16,2019.0,FIJI,,reef 40km east Vanua Levu,Right arm bitten,,,Yes,,,0.0,
5076,2019-07-16,2019.0,USA,North Carolina,"Sunset Beach, Brunswick County",Ankle bitten,34.0,-79.0,Duplicate,"Sunset Beach, Brunswick County, North Carolina, USA",,,1.0
5077,2019-07-12,2019.0,USA,Florida,"Amelia Island, Nassau County",Foot bitten,41.0,-74.0,Duplicate,"Amelia Island, Nassau County, USA",,0.0,4.0
5078,2019-06-16,2019.0,USA,North Carolina,"Bald Head Island, Brunswick County",Puncture wounds to leg,34.0,-78.0,Duplicate,"Bald Head Island, Brunswick County, North Carolina, USA",,,1.0
5079,2017-11-18,2017.0,USA,Florida,"Floridana Beach, Brevard County",Heel bitten,28.0,-80.0,Duplicate,"Floridana Beach, Brevard County, Florida, USA",,,1.0
5080,2017-10-18,2017.0,USA,Florida,"Lantana Beach, Palm Beach County",Puncture wounds & lacerations to foot,27.0,-80.0,Yes,"Lantana Beach, Palm Beach County, Florida, USA",,0.9,1.0
5081,2017-05-05,2017.0,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",FATAL,23.0,-109.0,Yes,"Cabo Pulmo, Baja California Sur, MEXICO",,1.0,2.0
5082,2017-02-25,2017.0,AUSTRALIA,Western Australia,Mauds Point,Hand bitten,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.0,5.0
5083,2017-02-24,2017.0,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah","No injury, shark struck board",-33.0,116.0,Yes,"Falcon Bay Beach, Mandurah, Western Australia, AUSTRALIA",,1.0,1.0
5084,2017-02-11,2017.0,USA,Florida,"Melbourne Beach, Brevard County",Injury to hand,28.0,-81.0,Duplicate,"Melbourne Beach, Brevard County, Florida, USA",,,1.0
